# 検索で拾った候補。ここは間違いが混ざっていてよい。
# x_posts.py verify が oEmbed で実在・投稿者・本文を確かめ、
# 通ったものだけ x_posts.tsv に、怪しいものは _review_x.tsv に振り分ける。
cid	vid	character	status_url	match	note
c26251	v2956	藍沢 秋吾	https://x.com/girlsside573/status/1983187007011762283	full	要確認 ｜ 「10月29日は藍沢秋吾先生の誕生日。　……えっ、藍沢先生から電話!?」【藍沢秋吾】よお。悪いな。こんな時間だってのに、
c26252	v2956	平 健太	https://x.com/girlsside573/status/2085742776612954392	full	要確認 ｜ 🎉８月８日　ハッピーバースデー🎁💗ときめきメモリアル Girl&#39;s Side 3rd Story💗【平 健太（た
c26253	v2956	蓮見 達也	https://x.com/girlsside573/status/2063999493310497235	full	要確認 ｜ 🎉６月９日　ハッピーバースデー🎁💗ときめきメモリアル Girl&#39;s Side 3rd Story💗【蓮見 達也（
c94428	v29661	イヴ	https://x.com/virche_otomate/status/1646422979801395200	手入力	紹介らしい ｜ 【Character】■イヴ（CV.斉藤壮馬）年齢：18歳――人を愛する運命を享受する男――「誰も俺をあいしてくれなくて
c94428	v29661	イヴ	https://x.com/virche_otomate/status/1405465587615113219	full	過去セッション収集ぶんを復元
c94428	v29661	イヴ	https://x.com/virche_otomate/status/1413076386122661891	full	過去セッション収集ぶんを復元
c94428	v29661	イヴ	https://x.com/virche_otomate/status/2067155287551918316	full	過去セッション収集ぶんを復元
c94429	v29661	リュカ・プルースト	https://x.com/virche_otomate/status/1646423224157347841	手入力	紹介らしい ｜ 【Character】■リュカ・プルースト（CV.平川大輔）年齢：22歳――人を導く運命を切望する男――リュカ・プルース
c94429	v29661	リュカ・プルースト	https://x.com/virche_otomate/status/1413437806026756099	full	過去セッション収集ぶんを復元
c94430	v29661	マティス・クロード	https://x.com/virche_otomate/status/1646423475546910721	手入力	紹介らしい ｜ 【Character】■マティス・クロード（CV.天﨑滉平）年齢：17歳――人を赦す運命を拒絶した男――「あいつを……兄
c94430	v29661	マティス・クロード	https://x.com/virche_otomate/status/2042150532085903606	full	過去セッション収集ぶんを復元
c94431	v29661	シアン・ブロフィワーズ	https://x.com/virche_otomate/status/1646423727188451328	手入力	紹介らしい ｜ 【Character】■シアン・ブロフィワーズ（CV.細谷佳正）年齢：23歳(肉体年齢)――人を生かす運命に熱狂した男―
c94431	v29661	シアン・ブロフィワーズ	https://x.com/virche_otomate/status/2080926030215217641	full	過去セッション収集ぶんを復元
c94432	v29661	アドルフ	https://x.com/virche_otomate/status/1646785364122808320	手入力	紹介らしい ｜ 【Character】■アドルフ（CV.八代 拓）年齢：21歳――人を求める運命と共鳴する男――「……昔からとことん変わ
c94432	v29661	アドルフ	https://x.com/virche_otomate/status/1407639707194859522	full	過去セッション収集ぶんを復元
c94432	v29661	アドルフ	https://x.com/virche_otomate/status/1415249860597489665	full	過去セッション収集ぶんを復元
c94433	v29661	アンクゥ	https://x.com/virche_otomate/status/1646785611989417984	手入力	紹介らしい ｜ 【Character】■アンクゥ（CV.興津和幸）年齢：？？？歳――死を司る運命を翻弄する男――「私との約束を果たしたら
c94433	v29661	アンクゥ	https://x.com/virche_otomate/status/1739210875020419175	full	過去セッション収集ぶんを復元
c94434	v29661	セレス	https://x.com/virche_otomate/status/1646785863370813440	手入力	紹介らしい ｜ 【Character】■セレス（CV.なし／名前変更可）年齢：18歳――死に魅入られた運命と決別する少女――「……神様。
c96623	v29906	篁 智成	https://x.com/kimiyukiotomate/status/1354612439216611334	full	要確認 ｜ 【登場人物紹介】寡黙で誠実なるもの篁 智成 (たかむら ともなり)声：小林裕介「他の奇虚がどうかは知らないけど……。　僕
c96624	v29906	東条 國孝	https://x.com/kimiyukiotomate/status/1354612673598525440	full	要確認 ｜ 【登場人物紹介】温厚で男気あるもの東条國孝 (とうじょう くにたか)声：前野智昭「安心しろ。お前がうちに来ることになった
c96625	v29906	与市	https://x.com/kimiyukiotomate/status/1427904375842742276	full	要確認 ｜ 【登場人物紹介】■シークレットキャラクター⑤里 (さと)声：福沙奈恵与市が番頭をしている柳酒屋の奉公人。明るくはきはきと
c96625	v29906	与市	https://x.com/kimiyukiotomate/status/1354612930726121477	full	要確認 ｜ 【登場人物紹介】怠惰な正直もの与市 (よいち)声：山下誠一郎「話ってそれだけでしょ。なら、　とっとと出て行ってくれる？　
c96625	v29906	与市	https://x.com/kimiyukiotomate/status/1420656009253588997	full	要確認 ｜ 【発売記念アイコン】2/2ハライチ岩井プロデュース企画『君は雪間に希う』の発売を祝しまして、発売記念イラストを使用したツ
c96626	v29906	久賀 源十郎	https://x.com/kimiyukiotomate/status/1420656009253588997	full	要確認 ｜ 【発売記念アイコン】2/2ハライチ岩井プロデュース企画『君は雪間に希う』の発売を祝しまして、発売記念イラストを使用したツ
c96627	v29906	錦次	https://x.com/kimiyukiotomate/status/1420656009253588997	full	要確認 ｜ 【発売記念アイコン】2/2ハライチ岩井プロデュース企画『君は雪間に希う』の発売を祝しまして、発売記念イラストを使用したツ
c96628	v29906	桜太郎	https://x.com/kimiyukiotomate/status/1420656009253588997	full	要確認 ｜ 【発売記念アイコン】2/2ハライチ岩井プロデュース企画『君は雪間に希う』の発売を祝しまして、発売記念イラストを使用したツ
c90012	v32229	平 重衡	https://x.com/birushana_info/status/1453557135829188616	full	要確認 ｜ 【人物紹介・六】平 重衡（たいらの しげひら） ／ 声：逢坂良太残忍酷薄×快楽主義者「ふふ、お前とどちらが真っ赤に染まる
c90013	v32229	佐藤 継信	https://x.com/birushana_info/status/1453919523245998081	full	要確認 ｜ 【人物紹介・七】佐藤 継信（さとう つぐのぶ） ／ 声：近藤 隆外柔内剛×過保護「命を賭けてどこまでも貴方に付き従いまし
c90013	v32229	佐藤 継信	https://x.com/birushana_info/status/1289380328381927430	part	要確認 ｜ 【人物紹介・十五】平 徳子（たいらの とくこ） ／ 声：佐藤利奈「平家が、私たちが負けるなど……私は絶対に認めません！」
c90014	v32229	佐藤 忠信	https://x.com/birushana_info/status/1454281914852937732	full	要確認 ｜ 【人物紹介・八】佐藤 忠信（さとう ただのぶ） ／ 声：小西克幸豪快奔放×大らか「どんな苦労だって厭わない。　いや、あな
c90014	v32229	佐藤 忠信	https://x.com/birushana_info/status/1289380328381927430	part	要確認 ｜ 【人物紹介・十五】平 徳子（たいらの とくこ） ／ 声：佐藤利奈「平家が、私たちが負けるなど……私は絶対に認めません！」
c100666	v32555	アナスタシア・リンゼル	https://x.com/evenifTEMPEST/status/1454644302999588867	手入力	手で指定 ｜ 【ビジュアル公開】本日は「even if TEMPEST 宵闇にかく語りき魔女」の主人公、【アナスタシア】のビジュアルを
c100667	v32555	ルーシェン・ノイシュバーン	https://x.com/evenifTEMPEST/status/1487259206424092677	手入力	紹介らしい ｜ 【キャラクター紹介】■ルーシェン・ノイシュバーン(CV. #石川界人)「貴女との約束が、僕をここまで生かしてくれた」ヒス
c100668	v32555	クライオス・キャソロック	https://x.com/evenifTEMPEST/status/1492332634323750912	手入力	紹介らしい ｜ 【キャラクター紹介】■クライオス・キャソロック(CV. #古川慎)「どんな選択であっても、お前が選んだ道ならそれは正解だ
c100669	v32555	ティレル・I・リスター	https://x.com/evenifTEMPEST/status/1463341612109479939	手入力	紹介らしい ｜ 【キャラクター紹介】「even if TEMPEST 宵闇にかく語りき魔女」のキャラクターをご紹介！■ティレル・アイ・リ
c100671	v32555	ゼン・ソルフィールド	https://x.com/evenifTEMPEST/status/1463703997131284481	手入力	紹介らしい ｜ 【キャラクター紹介】「even if TEMPEST 宵闇にかく語りき魔女」のキャラクターをご紹介！■ゼン・ソルフィール
c102381	v33150	石川 五右衛門	https://x.com/tengoku_otomate/status/2082029544895402286	full	紹介らしい ｜ 【GOKUST 🔥 4TH ANNIVERSARY】石川五右衛門　ISHIKAWA GOEMONCV： #八代拓#獄スト
c102384	v33150	宇賀 菊之助	https://x.com/tengoku_otomate/status/2082037093950493039	full	紹介らしい ｜ 【GOKUST 🔥 4TH ANNIVERSARY】宇賀菊之助　UGA KIKUNOSUKECV： #斉藤壮馬#獄スト 
c102387	v33150	東洲斎 写楽	https://x.com/tengoku_otomate/status/2082034577300709660	full	紹介らしい ｜ 【GOKUST 🔥 4TH ANNIVERSARY】東洲斎写楽　TOUSHUUSAI SHARAKUCV： #石川界人#
c102388	v33150	村上 誉那	https://x.com/tengoku_otomate/status/2082032061980803291	full	紹介らしい ｜ 【GOKUST 🔥 4TH ANNIVERSARY】村上誉那　MURAKAMI YONACV： #鈴木崚汰#獄スト #T
c104707	v34018	五月女 光基	https://x.com/SK_otomate/status/1725348282027893083	full	紹介らしい ｜ 💜1st Anniversary💜- Special Message -五月女 光基（CV.#梶原岳人）#シンキス #S
c104707	v34018	五月女 光基	https://x.com/SK_otomate/status/1858042638202712431	full	紹介らしい ｜ 💜2nd Anniversary💜記念にＳＮＳアイコンをプレゼント！ぜひご使用ください✨五月女 光基（CV.#梶原岳人）
c104708	v34018	湊 康平	https://x.com/SK_otomate/status/1725348532758978990	full	紹介らしい ｜ 💜1st Anniversary💜- Special Message -湊 康平（CV.#梅原裕一郎）#シンキス #Sy
c104708	v34018	湊 康平	https://x.com/SK_otomate/status/1858042638202712431	full	紹介らしい ｜ 💜2nd Anniversary💜記念にＳＮＳアイコンをプレゼント！ぜひご使用ください✨五月女 光基（CV.#梶原岳人）
c104711	v34018	多井中 法	https://x.com/SK_otomate/status/1725349287905591513	full	紹介らしい ｜ 💜1st Anniversary💜- Special Message -多井中 法（CV.#KENN）#シンキス #Sy
c104711	v34018	多井中 法	https://x.com/SK_otomate/status/1858043141691162967	full	紹介らしい ｜ 💜2nd Anniversary💜記念にＳＮＳアイコンをプレゼント！ぜひご使用ください✨多井中 法（CV.#KENN）碓
c104712	v34018	碓井 修也	https://x.com/SK_otomate/status/1725349539329019956	full	紹介らしい ｜ 💜1st Anniversary💜- Special Message -碓井 修也（CV.#内田夕夜）#シンキス #Sy
c104712	v34018	碓井 修也	https://x.com/SK_otomate/status/1858043141691162967	full	紹介らしい ｜ 💜2nd Anniversary💜記念にＳＮＳアイコンをプレゼント！ぜひご使用ください✨多井中 法（CV.#KENN）碓
c114202	v34018	比嘉月彦	https://x.com/SK_otomate/status/1725350042469298266	full	紹介らしい ｜ 💜1st Anniversary💜- Special Message -比嘉 月彦（CV.#鳥海浩輔）#シンキス #Sy
c114202	v34018	比嘉月彦	https://x.com/SK_otomate/status/1858043393282085040	full	紹介らしい ｜ 💜2nd Anniversary💜記念にＳＮＳアイコンをプレゼント！ぜひご使用ください✨ＹＯＦＹ（CV.#斉藤壮馬）比嘉
c114202	v34018	比嘉月彦	https://x.com/SK_otomate/status/1990355589759984111	full	紹介らしい ｜ 💜3rd Anniversary💜3周年を記念して彼らからひと言いただきました✨最後の彼はもちろん……優しいこの人！比嘉
c104702	v34020	ジョセフィ・コーネルヒルド・ゾンダリク	https://x.com/tsuitsuiotomate/status/1643540092601114624	unique	紹介らしい ｜ 【キャラクター紹介】テミラーナ国の第三王女——あなたに誓いを捧げる騎士たちをご紹介します！１人目は、俺様（元）王子！⚔️
c104702	v34020	ジョセフィ・コーネルヒルド・ゾンダリク	https://x.com/tsuitsuiotomate/status/1645366015042420736	unique	紹介らしい ｜ 【キャラクター紹介】亡国の王子・ジョセフィとの出会いのシーンをご紹介✨とびっきり偉そうな自己紹介をぜひご覧ください💫⚔️
c104703	v34020	アデル・ナレス	https://x.com/tsuitsuiotomate/status/1643540178672443392	unique	紹介らしい ｜ 【キャラクター紹介】テミラーナ国の第三王女——あなたに誓いを捧げる騎士たちをご紹介します！２人目は、超貧乏農家の長男。⚔
c104703	v34020	アデル・ナレス	https://x.com/tsuitsuiotomate/status/1645728398852128769	unique	紹介らしい ｜ 【キャラクター紹介】超貧乏農家の長男・アデルとの会話シーンをご紹介✨アデルは主人公が王女だと知らずに出会ったため、とても
c104704	v34020	トビアス・ハーベック・フレイ	https://x.com/tsuitsuiotomate/status/1643540236692226050	unique	紹介らしい ｜ 【キャラクター紹介】テミラーナ国の第三王女——あなたに誓いを捧げる騎士たちをご紹介します！３人目は、気絶・吐血は日常茶飯
c104704	v34020	トビアス・ハーベック・フレイ	https://x.com/tsuitsuiotomate/status/1646090788458168320	unique	紹介らしい ｜ 【キャラクター紹介】病弱な貴族・トビアスとの出会いのシーンをご紹介✨彼はコロセウムの通路で、死体のように倒れていました。
c104705	v34020	ミラン・へリング	https://x.com/tsuitsuiotomate/status/1643540311975800833	unique	紹介らしい ｜ 【キャラクター紹介】テミラーナ国の第三王女——あなたに誓いを捧げる騎士たちをご紹介します！４人目は、仏頂面な装飾鍛冶職人
c104705	v34020	ミラン・へリング	https://x.com/tsuitsuiotomate/status/1646453182632165376	unique	紹介らしい ｜ 【キャラクター紹介】売れない装飾鍛冶職人・ミランとの出会いのシーンをご紹介✨主人公は彼にたくさん話しかけますが、会話はな
c104706	v34020	キア・ネルティ	https://x.com/tsuitsuiotomate/status/1643540397531226112	unique	紹介らしい ｜ 【キャラクター紹介】テミラーナ国の第三王女——あなたに誓いを捧げる騎士たちをご紹介します！５人目は、自分の名前さえ忘れて
c104706	v34020	キア・ネルティ	https://x.com/tsuitsuiotomate/status/1646815559974273025	unique	紹介らしい ｜ 【キャラクター紹介】何でも忘れる少年・キアとの会話シーンをご紹介✨主人公がキアに会うのはこの時で2回目ですが、平然と名前
c126156	v34020	エリック・マーベイル	https://x.com/tsuitsuiotomate/status/1647874192212361216	unique	紹介らしい ｜ 【見どころ紹介】ツイツイは、騎士だけでなくサブキャラクターたちもとっても個性的！今回はエリックやベネティーが登場するシー
c90035	v34022	ピーター・フラージュ	https://x.com/CP_otomate/status/1253568090295525376	full	紹介らしい ｜ 【SubCharacter5】ピーター・フラージュ（CV.岡本信彦)婚活シェアハウスTV番組『PARASITE HOUS
c123164	v38068	天堂 紅華	https://x.com/9RIP_otomate/status/1954724448944198080	full	紹介らしい ｜ ￣￣￣￣￣￣￣￣￣￣￣プレイ動画◆紅華の特徴＿＿＿＿＿＿＿＿＿＿＿天堂 紅華（CV：#増田俊樹 ）👻インスタでは記事内で
c123165	v38068	伊音 響	https://x.com/9RIP_otomate/status/1955086841448894720	full	紹介らしい ｜ ￣￣￣￣￣￣￣￣￣￣プレイ動画◆響の特徴＿＿＿＿＿＿＿＿＿＿伊音 響（CV：#土岐隼一 ）👻インスタでは記事内で詳細な情
c123166	v38068	秋月 香羊	https://x.com/9RIP_otomate/status/1955449224872485218	full	紹介らしい ｜ ￣￣￣￣￣￣￣￣￣￣￣プレイ動画◆香羊の特徴＿＿＿＿＿＿＿＿＿＿＿秋月 香羊（CV：#鈴木崚汰 ）👻インスタでは記事内で
c123167	v38068	水鏡 星絆	https://x.com/9RIP_otomate/status/1955811615624060975	full	紹介らしい ｜ ￣￣￣￣￣￣￣￣￣￣￣プレイ動画◆星絆の特徴＿＿＿＿＿＿＿＿＿＿＿水鏡 星絆（CV：#柿原徹也 ）👻インスタでは記事内で
c123168	v38068	魅ナミ	https://x.com/9RIP_otomate/status/1956174001799356756	full	紹介らしい ｜ ￣￣￣￣￣￣￣￣￣￣￣￣プレイ動画◆魅ナミの特徴＿＿＿＿＿＿＿＿＿＿＿＿魅ナミ（CV：#岡本信彦 ）👻インスタでは記事内
c123169	v38068	柚木永 聖夜	https://x.com/9RIP_otomate/status/1956536393036882343	unique	紹介らしい ｜ ￣￣￣￣￣￣￣￣￣￣￣プレイ動画◆聖夜の特徴＿＿＿＿＿＿＿＿＿＿＿聖夜・オディロ・柚木永（CV：#立花慎之介 ）👻インス
c123170	v38068	幸麿	https://x.com/9RIP_otomate/status/1956898776280645644	full	紹介らしい ｜ ￣￣￣￣￣￣￣￣￣￣￣プレイ動画◆幸麿の特徴＿＿＿＿＿＿＿＿＿＿＿幸麿（CV：#KENN ）👻インスタでは記事内で詳細な
c123171	v38068	狐春	https://x.com/9RIP_otomate/status/1957261164230082754	full	紹介らしい ｜ ￣￣￣￣￣￣￣￣￣￣￣プレイ動画◆狐春の特徴＿＿＿＿＿＿＿＿＿＿＿狐春（CV：#阿座上洋平 ）👻インスタでは記事内で詳細
c125235	v38068	桃嘉	https://x.com/9RIP_otomate/status/1957623552653373944	full	紹介らしい ｜ ￣￣￣￣￣￣￣￣￣￣￣プレイ動画◆桃嘉の特徴＿＿＿＿＿＿＿＿＿＿＿久遠 桃嘉（CV：#天﨑滉平 ）👻インスタでは記事内で
c130149	v38124	時透 晴生	https://x.com/My9_otomate/status/1764532978720317578	full	紹介らしい ｜ 【キャラ紹介】『My9Swallows TOPSTARS LEAGUE』⚾️元気で謙虚な節約家🎤時透 晴生CV:#廣瀬大
c130150	v38124	紗武 郁実	https://x.com/My9_otomate/status/1764533230395592755	full	紹介らしい ｜ 【キャラ紹介】『My9Swallows TOPSTARS LEAGUE』⚾️ミステリアスな元プロ選手🎤紗武 郁実CV:#
c130151	v38124	クラン	https://x.com/My9_otomate/status/1764532727007912329	full	紹介らしい ｜ 【キャラ紹介】『My9Swallows TOPSTARS LEAGUE』⚾️海外も認める天才ダンサー🎤クランCV:#小松
c130152	v38124	永末 尋斗	https://x.com/My9_otomate/status/1764531972225875997	full	紹介らしい ｜ 【キャラ紹介】『My9Swallows TOPSTARS LEAGUE』⚾️野球マニアなマイペース選手🎤永末 尋斗CV:
c130153	v38124	仲大路 蓮	https://x.com/My9_otomate/status/1764531468804780222	full	紹介らしい ｜ 【キャラ紹介】『My9Swallows TOPSTARS LEAGUE』⚾️負けず嫌いな社長「王子」🎤仲大路 蓮CV:#
c130154	v38124	ミラ	https://x.com/My9_otomate/status/1764532475542565325	full	紹介らしい ｜ 【キャラ紹介】『My9Swallows TOPSTARS LEAGUE』⚾️不思議アイドル🎤ミラCV:#堀江瞬「え〜大丈
c130155	v38124	甘城 奏汰	https://x.com/My9_otomate/status/1764531720546607471	full	紹介らしい ｜ 【キャラ紹介】『My9Swallows TOPSTARS LEAGUE』⚾️けだるそうな実力派🎤甘城 奏汰CV:#八代拓
c130156	v38124	司良堂 達治	https://x.com/My9_otomate/status/1764532223800467652	full	紹介らしい ｜ 【キャラ紹介】『My9Swallows TOPSTARS LEAGUE』⚾️皆の頼れるアニキ分🎤司良堂 達治CV:#羽多
c130157	v38124	柊 翔琉	https://x.com/My9_otomate/status/1764531218194813371	full	紹介らしい ｜ 【キャラ紹介】『My9Swallows TOPSTARS LEAGUE』⚾️頑張りすぎるエース🎤柊 翔琉CV:#松岡禎丞
c120960	v40519	淡雪	https://x.com/uchronia_jp/status/1779094912585421300	full	要確認 ｜ 『泡沫のユークロニア（#ユークロ）』メインキャラクターをあらためてご紹介❸✦隷属欲強め保護者淡雪（あわゆき）声：斉藤壮馬
c120962	v40519	露草	https://x.com/uchronia_jp/status/1779102674719568299	full	要確認 ｜ 『泡沫のユークロニア（#ユークロ）』メインキャラクターをあらためてご紹介❺✦訳ありカラクリ師露草（つゆくさ）声：松岡禎丞
c39831	v4542	ソロ・モーン	https://x.com/WOF_R_official/status/1674616244916621312	full	紹介らしい ｜ 📢イベントCG紹介⑭🤍ソロ・モーン（CV. #立花慎之介）ソロはじっと私を見つめていた。夕日を背負った彼の表情には影が落
c39831	v4542	ソロ・モーン	https://x.com/WOF_R_official/status/1667004841808527363	full	紹介らしい ｜ 【Ｒ２からの新攻略キャラクターをご紹介】🤍ソロ・モーン　CV：立花慎之介#ワンド #オトメイト pic.twitter.
c6090	v4597	卯都木 悠人	https://x.com/st_louis_high/status/1067070860199116801	full	紹介らしい ｜ 【祝】今日11月27日は卯都木悠人（CV:羽多野渉）の誕生日です！卯都木会長、おめでとうございます！【書記】#storm
c6094	v4597	辰原 奏矢	https://x.com/st_louis_high/status/1049676248753025024	full	紹介らしい ｜ 【祝】今日10月10日は辰原奏矢（CV:宮野真守）の誕生日です。辰原くん、おめでとう！【書記】#stormlover p
c132225	v47010	アプローズ=E=ランドルフ	https://x.com/Kibou_otomate/status/1836616203969732733	full	紹介らしい ｜ 【Character】―家族、未来、誇りを奪われた復讐者―アプローズ＝E＝ランドルフ 　偽名：ローズ＝コティングリー「誠
c132226	v47010	エドワード バーンスタイン	https://x.com/Kibou_otomate/status/1837703366958264369	unique	紹介らしい ｜ 【Character】―貴族の義務を果たす純白の貴公子―エドワ―ド＝バ―ンスタインCV. #田丸篤志「あらためて。ようこ
c132227	v47010	アルフレッド クレスウェル	https://x.com/Kibou_otomate/status/1838428143608111217	full	紹介らしい ｜ 【Character】―未来を見据える地の賢者―アルフレッド＝クレスウェルCV. #梅原裕一郎「この國に住む者の想いを聞
c132228	v47010	ライナス＝ウォード	https://x.com/Kibou_otomate/status/1839152923093381397	full	紹介らしい ｜ 【Character】―爪を隠し暗躍する女王の忠臣―ライナス＝ウォードCV. #梅田修一朗「これは俺の問題。　君って少し
c132229	v47010	ルーカス サリヴァン	https://x.com/Kibou_otomate/status/1839877698220609641	unique	紹介らしい ｜ 【Character】　  ﾋﾟｭｱ―純妖精になる日を夢見る隠遁者―ル―カス＝サリヴァンCV. #鈴木崚汰「どう過ごすか
c132230	v47010	アスコット=リンデル	https://x.com/Kibou_otomate/status/1840602470420254737	full	紹介らしい ｜ 【Character】―享楽主義を装う食わせ者―アスコット＝リンデルCV. #福山潤「いや、君の警戒がまるでね、　毛を逆
c132231	v47010	ジョン	https://x.com/Kibou_otomate/status/1841327246054981681	full	紹介らしい ｜ 【Character】　　　　　　　　　 ﾊﾟｰﾌｪｸﾄ―存在しないはずの万能従者―ジョンCV. #白井悠介「自分の身の
c136336	v47012	ハオラン	https://x.com/moeoto_otomate/status/1804023835337068616	full	紹介らしい ｜ 🐼【乙女情報】イベントCG紹介✨ 　- ハオラン -  　CV.坂田将吾#オトメイト　#乙女道士 pic.twitter
c136337	v47012	ユーハン	https://x.com/moeoto_otomate/status/1805088713036488739	full	紹介らしい ｜ 🐼【乙女情報】イベントCG紹介✨　 - ユーハン - 　  CV.浦 和希#オトメイト　#乙女道士 pic.twitte
c136338	v47012	ロンレイ	https://x.com/moeoto_otomate/status/1805450847737860489	full	紹介らしい ｜ 🐼【乙女情報】イベントCG紹介✨　- ロンレイ -     CV.島﨑信長#オトメイト　#乙女道士 pic.twitte
c136339	v47012	シャオウ	https://x.com/moeoto_otomate/status/1805813235829850586	full	紹介らしい ｜ 🐼【乙女情報】イベントCG紹介✨ 　- シャオウ -      CV.松岡禎丞#オトメイト　#乙女道士 pic.twit
c138189	v47012	ウロ	https://x.com/moeoto_otomate/status/1803608710226301410	full	紹介らしい ｜ 🐼【乙女速報①】5人目の攻略対象の情報解禁！キャラクターPV公開🙌✨　　　- ウロ -    CV.小林千晃#オトメイト
c137827	v47013	カイゼ・オズマ	https://x.com/OvereqZ_otomate/status/1824790727584526434	full	紹介らしい ｜ 【キャラクター紹介】本日開催されましたオトメイトパーティー2024にて発表となりましたメインキャストをご紹介📢ー暗い目を
c137829	v47013	クロード・グレイン	https://x.com/OvereqZ_otomate/status/1824790862485938676	full	紹介らしい ｜ 【キャラクター紹介】本日開催されましたオトメイトパーティー2024にて発表となりましたメインキャストをご紹介📢ー廃墟に魅
c137830	v47013	モリィ・ウッドランド	https://x.com/OvereqZ_otomate/status/1824790979116929445	full	紹介らしい ｜ 【キャラクター紹介】本日開催されましたオトメイトパーティー2024にて発表となりましたメインキャストをご紹介📢ーミステリ
c137830	v47013	モリィ・ウッドランド	https://x.com/OvereqZ_otomate/status/1861605869349413238	unique	紹介らしい ｜ 【キャラクター紹介🧭】物語を彩るサブキャラクターを公開。彼らは果たしてどのように旅に関わってくるのか――アクレイ：#秋葉
c137831	v47013	ノイル・ベスティア	https://x.com/OvereqZ_otomate/status/1824791327101661689	full	紹介らしい ｜ 【キャラクター紹介】本日開催されましたオトメイトパーティー2024にて発表となりましたメインキャストをご紹介📢ー荒々しい
c137832	v47013	ドロシー	https://x.com/OvereqZ_otomate/status/1824791498556342519	full	紹介らしい ｜ 【キャラクター紹介】本日開催されましたオトメイトパーティー2024にて発表となりましたメインキャストをご紹介📢ー慇懃無礼
c131375	v47546	東里 環	https://x.com/hanakare_ml/status/2085928989248426368	full	要確認 ｜ 💐花笑む彼と💐  キャラクター 身長表公開📏ꕥ━━━━━━━━━━━ꕥ東里 環：182cmブルースター編主人公：167c
c131377	v47546	栖川 銀之助	https://x.com/hanakare_ml/status/2085928989248426368	full	要確認 ｜ 💐花笑む彼と💐  キャラクター 身長表公開📏ꕥ━━━━━━━━━━━ꕥ東里 環：182cmブルースター編主人公：167c
c131378	v47546	市毛 北斗	https://x.com/hanakare_ml/status/2085930246801342685	full	要確認 ｜ 💐花笑む彼と💐  キャラクター 身長表公開📏ꕥ━━━━━━━━━━━ꕥ市毛北斗：185cmアネモネ編主人公：163cm美
c131380	v47546	美波 天弥	https://x.com/hanakare_ml/status/2085930246801342685	full	要確認 ｜ 💐花笑む彼と💐  キャラクター 身長表公開📏ꕥ━━━━━━━━━━━ꕥ市毛北斗：185cmアネモネ編主人公：163cm美
c141241	v49599	ジェレメ	https://x.com/steam_prison/status/1770012334557180109	full	紹介らしい ｜ 🌫️スチームプリズン -Beyond the Steam-🌫️【新キャラクター情報】霧を越えた先で出会う二人の王、弟王ジ
c141241	v49599	ジェレメ	https://x.com/steam_prison/status/1818119382628995267	full	紹介らしい ｜ 【スチームプリズン -Beyond the Steam-】ハッピーバースデー！ジェレメ！本日7月30日は、霧を越えた先の
c141242	v49599	ジェバイト	https://x.com/steam_prison/status/1770012334557180109	full	紹介らしい ｜ 🌫️スチームプリズン -Beyond the Steam-🌫️【新キャラクター情報】霧を越えた先で出会う二人の王、弟王ジ
c141242	v49599	ジェバイト	https://x.com/steam_prison/status/1795651284625948976	full	紹介らしい ｜ 【2024年発売予定 スチームプリズン -Beyond the Steam-】🎉ハッピーバースデー🎂ジェバイト！本日5月
c64396	v49599	ザクセン・ブランデンブルク	https://x.com/steam_prison/status/1859069159294074982	full	紹介らしい ｜ 2024年11月28日(木)発売『スチームプリズン -Beyond the Steam-』霧をこえるまであと8日⏰️カウ
c142354	v52771	月城 葦夜	https://x.com/samudari_ml/status/2091729711776833665	full	要確認 ｜ ◤キャラクターPickup║月城葦夜◢　個別ルートテーマ ❯❯❯「思い出」- - - - - - - - - - - -
c142355	v52771	花丘 槙尾	https://x.com/samudari_ml/status/2084119566817321183	full	要確認 ｜ ◤キャラクターPickup║花丘槙尾◢　個別ルートテーマ ❯❯❯「嘘」- - - - - - - - - - - - -
c142356	v52771	善知鳥 全	https://x.com/samudari_ml/status/2084844342343008397	full	要確認 ｜ ◤キャラクターPickup║善知鳥全◢　個別ルートテーマ ❯❯❯「信頼」- - - - - - - - - - - - 
c142357	v52771	風見 琉佳	https://x.com/samudari_ml/status/2086656281348292779	full	要確認 ｜ ◤キャラクターPickup║風見琉佳◢　個別ルートテーマ ❯❯❯「繋がり」- - - - - - - - - - - -
c142358	v52771	月城 茅	https://x.com/samudari_ml/status/2087381056878211321	full	要確認 ｜ ◤キャラクターPickup║月城茅◢　個別ルートテーマ ❯❯❯「成長」- - - - - - - - - - - - -
c142359	v52771	空閑  円	https://x.com/samudari_ml/status/2092454489420943665	unique	要確認 ｜ ◤キャラクターPickup║空閑巴◢　個別ルートテーマ ❯❯❯「強さ」- - - - - - - - - - - - -
c142360	v52771	日向野  駿	https://x.com/samudari_ml/status/2089917774386643170	full	要確認 ｜ ◤キャラクターPickup║日向野駿◢　個別ルートテーマ ❯❯❯「未来」- - - - - - - - - - - - 
c142361	v52771	海瀬 隼人	https://x.com/samudari_ml/status/2089192996596285737	full	要確認 ｜ ◤キャラクターPickup║海瀬隼人◢　個別ルートテーマ ❯❯❯「後悔」- - - - - - - - - - - - 
